product_name,category,brand,style,color,price,room_type,product_url,image_url,Date
IKEA IDANÄS Upholstered Bed Frame Queen Beige,Bed,IKEA,"Modern, Minimalist",Beige,199,Bedroom,https://www.ikea.com/us/en/p/idanaes-upholstered-bed-frame-naggen-beige-00588081/,https://www.ikea.com/us/en/images/products/idanaes-upholstered-bed-frame-naggen-beige__1322829_pe942283_s5.jpg,
Wayfair Mercury Row Brumback 70 Velvet Sofa,Sofa,Wayfair,"Modern, Boho","Green, Velvet",549.99,Living Room,https://www.wayfair.com/furniture/pdp/mercury-row-brumback-697-velvet-square-arm-sofa-w003382053.html,https://assets.wfcdn.com/im/41000680/compr-r85/3991/399194562/Brumback+70%22+Velvet+Square+Arm+Sofa.jpg,
Wayfair Mercury Row Perdue 82 Velvet Convertible Sofa,Sofa,Wayfair,"Mid-Century, Modern",Beige,599.99,Living Room,https://www.wayfair.com/furniture/pdp/mercury-row-perdue-815-velvet-square-arm-convertible-sofa-w009315804.html,https://assets.wfcdn.com/im/40542831/compr-r85/1947/194742536/Perdue+81.5%22+Velvet+Square+Arm+Convertible+Sofa.jpg,
Wayfair Zipcode Design Evan Reclining Sofa,Sofa,Wayfair,"Modern, Minimalist",Gray,499.99,Living Room,https://www.wayfair.com/furniture/pdp/zipcode-design-evan-reclining-sofa-w003614466.html,https://assets.wfcdn.com/im/14846176/compr-r85/2280/228067856/Wrightstown+Tile.jpg,
Wayfair George Oliver Boaz Tufted Platform Bed Queen,Bed,Wayfair,"Modern, Boho",Gray,509.99,Bedroom,https://www.wayfair.com/furniture/pdp/george-oliver-boaz-tufted-low-profile-platform-bed-w004870122.html,https://assets.wfcdn.com/im/88363735/compr-r85/3794/379458537/Boaz+Upholstered+Platform+Bed.jpg,
Wayfair AllModern Curator Solid Wood Sled Coffee Table,Table,Wayfair,"Scandinavian, Modern","Oak, Natural",349.99,Living Room,https://www.wayfair.com/furniture/pdp/allmodern-curator-solid-wood-sled-coffee-table-w005944931.html,https://assets.wfcdn.com/im/46063920/resize-h630-w1200%5Ecompr-r85/3173/317352646/.jpg,
Wayfair Steelside Pomona 42 Rustic Industrial Coffee Table,Table,Wayfair,"Industrial, Modern","Rustic Brown, Black",219.99,Living Room,https://www.wayfair.com/furniture/pdp/steelside-pomona-42-rustic-industrial-solid-wood-and-metal-rectangular-coffee-table-with-storage-shelf-w004213194.html,https://assets.wfcdn.com/im/40242265/compr-r85/3682/368273596/Rundell+Pomona+Rustic+Industrial+Modern+Vintage+Metal+and+Solid+Wood+Coffee+Table+with+Storage%2C+Easy+Assembly%2C+Small+Rectangle+Coffee+Table%2C+42+in+x+24+in+x+18+in.jpg,
Wayfair George Oliver Beckley Mid Century Writing Desk,Table,Wayfair,"Mid-Century, Modern","Walnut, Black",179.99,Living Room,https://www.wayfair.com/furniture/pdp/george-oliver-beckley-mid-century-writing-desk-w005486454.html,https://assets.wfcdn.com/im/21894678/compr-r85/3595/359516746/Beckley+Writing+Desk.jpg,
Wayfair Lark Manor Earlville Extendable Dining Table,Table,Wayfair,"Scandinavian, Modern","Espresso, Brown",449.99,Dining Room,https://www.wayfair.com/furniture/pdp/lark-manor-earlville-extendable-dining-table-w005851731.html,https://assets.wfcdn.com/im/46063920/resize-h630-w1200%5Ecompr-r85/3173/317352646/.jpg,
Wayfair Mercury Row Zona 72 Etagere Bookcase,Storage,Wayfair,"Industrial, Modern","Rustic Brown, Black",189.99,Living Room,https://www.wayfair.com/furniture/pdp/mercury-row-zona-72-h-x-40-w-etagere-bookcase-w003431687.html,https://assets.wfcdn.com/im/00107098/compr-r85/7097/70971545/Zona+Etagere+Bookcase.jpg,
Wayfair Sand Stable Weymouth TV Stand 65,Storage,Wayfair,"Industrial, Modern",Distressed Brown,229.99,Living Room,https://www.wayfair.com/furniture/pdp/sand-stable-weymouth-tv-stand-for-tvs-up-to-65-w005887684.html,https://assets.wfcdn.com/im/87534070/compr-r85/2017/201789539/Weymouth+Unfinished+TV+Stand+for+TVs+up+to+65%22.jpg,
Wayfair Latitude Run Stana Upholstered Storage Bench,Bench,Wayfair,"Modern, Minimalist",Gray,199.99,Bedroom,https://www.wayfair.com/furniture/pdp/latitude-run-stana-upholstered-storage-ottoman-bench-with-large-hidden-storage-w112123809.html,https://assets.wfcdn.com/im/73804261/compr-r85/3887/388752419/Stana+Upholstered+Storage+Ottoman+Bench+with+Large+Hidden+Storage.jpg,
"Baysitone Modern Dining Chairs Set of 4, Grey",Chair,BAYSITONE,Modern,Grey,269,Dining Room,https://www.amazon.com/dp/B0B8RVKRZQ,https://m.media-amazon.com/images/I/81hZULtKkQL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Dining Room Chairs Set of 4,Chair,Amazon,Mid-Century,"Beige, Red",294,Dining Room,https://www.amazon.com/dp/B0GFD65C7B,https://m.media-amazon.com/images/I/710NdBd0WNL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs Set of 4, Grey",Chair,Amazon,Modern,"Grey, Red",195,Dining Room,https://www.amazon.com/dp/B0B5M11R9H,https://m.media-amazon.com/images/I/61n7isrDJhL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs Set of 4, Black",Chair,Amazon,Modern,"Black, Red",122,Dining Room,https://www.amazon.com/dp/B0GFWGPQS3,https://m.media-amazon.com/images/I/71XoGIo-b0L._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Modern Dining Chairs Set of 4, Brown",Chair,Amazon,Modern,"Brown, Red",196,Dining Room,https://www.amazon.com/dp/B0DWTDNPWL,https://m.media-amazon.com/images/I/61Q7uMYMAML._AC_SY300_SX300_QL70_FMwebp_.jpg,
VKNOW Wooden Dining Chairs Set of 4,Chair,Vknow,"Modern, Farmhouse","White, Red",299,Dining Room,https://www.amazon.com/dp/B0FQTKTTCZ,https://m.media-amazon.com/images/I/91ZZEqP-kHL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Modern Dining Chairs Set of 4, Green",Chair,Amazon,"Modern, Glam","Green, Red",539,Dining Room,https://www.amazon.com/dp/B0DXQ7G9L3,https://m.media-amazon.com/images/I/81UL-0YntGL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Wooden Dining Chairs Set of 4,Chair,Amazon,Modern,"White, Red",207,Dining Room,https://www.amazon.com/dp/B0FN3MTV2W,https://m.media-amazon.com/images/I/71tzQ-KEQlL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"COLAMY Upholstered Dining Chairs Set of 4, Beige",Chair,COLAMY,Modern,"Beige, Red",194,Dining Room,https://www.amazon.com/dp/B0DGT9X134,https://m.media-amazon.com/images/I/81tQniUSOHL._AC_SY300_SX300_QL70_FMwebp_.jpg,
DYHOME Black Boucle Dining Chairs Set of 4,Chair,DYHOME,Modern,"Black, Red",169,Dining Room,https://www.amazon.com/dp/B0CFXVWVPM,https://m.media-amazon.com/images/I/81yFLrp9F6L._AC_SY300_SX300_QL70_FMwebp_.jpg,
COLAMY Wooden Dining Chairs Set of 4,Chair,COLAMY,"Modern, Farmhouse","Beige, Red",319,Dining Room,https://www.amazon.com/dp/B0D8NWTG51,https://m.media-amazon.com/images/I/81ZikIE4FPL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"COLAMY COLAMY Upholstered Dining Chairs Set of 4, Beige",Chair,COLAMY,"Modern, Mid-Century, Farmhouse","Beige, Red",269,Dining Room,https://www.amazon.com/dp/B0F3HNNNZB,https://m.media-amazon.com/images/I/81wdo-4TTYL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Blue Upholstered Dining Chairs Set of 4,Chair,Amazon,"Modern, Mid-Century","Blue, Red",639,Dining Room,https://www.amazon.com/dp/B0GGZG9JMK,https://m.media-amazon.com/images/I/817HTD4Hx8L._AC_SY300_SX300_QL70_FMwebp_.jpg,
VKNOW Modern Dining Chairs Set of 4,Chair,Vknow,Modern,"Beige, Red",294,Dining Room,https://www.amazon.com/dp/B0G6K4PL7R,https://m.media-amazon.com/images/I/91XMCY9NSpL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Dining Chair Set of 6 PU Leather Dining Room Chairs Upholstered Comfy Dining Chairs,Chair,Amazon,Modern,"Grey, Red",275,Dining Room,https://www.amazon.com/dp/B0FFZQF3J5,https://m.media-amazon.com/images/I/81VVkv7cusL._AC_SY300_SX300_QL70_FMwebp_.jpg,
CHUN YI Dining Chairs Set of 4,Chair,CHUN,"Modern, Mid-Century","Beige, Red",249,Dining Room,https://www.amazon.com/dp/B0FK2WNFKV,https://m.media-amazon.com/images/I/81zbyASPGEL._AC_SY300_SX300_QL70_FMwebp_.jpg,
UVV Dining Chairs Set of 4,Chair,UVV,Modern,"Beige, Red",269,Dining Room,https://www.amazon.com/dp/B0F9DJJ48D,https://m.media-amazon.com/images/I/71R8n6-L+lL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Mid Century Modern Dining Chairs Set of 4 Upholstered Linen Fabric Dining,Chair,Amazon,"Modern, Mid-Century, Farmhouse","Beige, Red",372,Dining Room,https://www.amazon.com/dp/B0BS131FYV,https://m.media-amazon.com/images/I/81PUCFFTkzL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Modern Dining Chairs Set of 4, Black",Chair,Amazon,Modern,"Black, Red",180,Dining Room,https://www.amazon.com/dp/B0DJ72KJF6,https://m.media-amazon.com/images/I/81BnC13x3ZL._AC_SY300_SX300_QL70_FMwebp_.jpg,
DUMOS Dining Chairs Set of 4,Chair,DUMOS,"Modern, Mid-Century, Industrial","Black, Green",249,Dining Room,https://www.amazon.com/dp/B0GF7Z68KM,https://m.media-amazon.com/images/I/81KMqQQ0yEL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Kitchen Dining Chairs Set of 4 Modern Upholstered Leather Farmhouse Dining Room,Chair,Amazon,"Modern, Farmhouse","Beige, Walnut",319,Dining Room,https://www.amazon.com/dp/B0FQ3VNGQN,https://m.media-amazon.com/images/I/81Ey+sbNfrL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Nalupatio Modern Dining Chairs Set of 4,Chair,Nalupatio,Modern,"Black, Red",199,Dining Room,https://www.amazon.com/dp/B0CXSMJ9CN,https://m.media-amazon.com/images/I/81Vn20teiCL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Upholstered Dining Chairs Set of 4, Beige",Chair,Amazon,"Modern, Mid-Century","Beige, Red",179,Dining Room,https://www.amazon.com/dp/B0G29CDTNN,https://m.media-amazon.com/images/I/71-cDLjVYuL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"COLAMY Mid Century Modern Dining Chairs Set of 4, Beige",Chair,COLAMY,"Modern, Mid-Century","Beige, Red",278,Dining Room,https://www.amazon.com/dp/B0F8HZB3R9,https://m.media-amazon.com/images/I/81WKquq4z8L._AC_SY300_SX300_QL70_FMwebp_.jpg,
"COLAMY Mid Century Modern Dining Chairs Set of 4, Brown",Chair,COLAMY,"Modern, Mid-Century, Farmhouse","Brown, Red",278,Dining Room,https://www.amazon.com/dp/B0DMSV9PBR,https://m.media-amazon.com/images/I/81PxSGr2VzL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Modern Dining Chairs Set of 4, Cream",Chair,Amazon,"Modern, Glam","Cream, Red",508,Dining Room,https://www.amazon.com/dp/B0GGGTDHT1,https://m.media-amazon.com/images/I/81MGMmQIzML._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Modern Dining Chairs Set of 4, Red",Chair,Amazon,Modern,Red,189,Dining Room,https://www.amazon.com/dp/B0DJ74G5QK,https://m.media-amazon.com/images/I/81AHzJxxWFL._AC_SY300_SX300_QL70_FMwebp_.jpg,
COLAMY Upholstered Dining Chairs Set of 4 (B0GJRQ),Chair,COLAMY,Modern,"Beige, Red",233,Dining Room,https://www.amazon.com/dp/B0GJRQCYFX,https://m.media-amazon.com/images/I/81q6FlJ34tL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Dining Chairs Set of 4 – Modern Upholstered Kitchen Chairs (Sillas de Comedor),Chair,Amazon,"Modern, Farmhouse","Green, Red",349,Dining Room,https://www.amazon.com/dp/B0GLYD1XR7,https://m.media-amazon.com/images/I/81NfhLmt1OL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"COLAMY Dining Chairs Set of 4, Red",Chair,COLAMY,Modern,Red,318,Dining Room,https://www.amazon.com/dp/B0FH1WZXT1,https://m.media-amazon.com/images/I/81c8dBD6ScL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Brown Dining Chairs Set of 4,Chair,Amazon,Modern,"Brown, Red",389,Dining Room,https://www.amazon.com/dp/B0FLCHVN5K,https://m.media-amazon.com/images/I/51fuB2DdF5L._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs Set of 4, Beige",Chair,Amazon,Glam,"Beige, Red",169,Dining Room,https://www.amazon.com/dp/B0DKG1SX6V,https://m.media-amazon.com/images/I/717cG0qHajL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Baysitone Modern Dining Chairs Set of 4, White",Chair,BAYSITONE,"Modern, Glam","White, Red",199,Dining Room,https://www.amazon.com/dp/B0CSNRZ3WV,https://m.media-amazon.com/images/I/81Au+eRzVDL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Amazon Dining Chairs Set of 4, Grey",Chair,Amazon,Modern,"Grey, Red",204,Dining Room,https://www.amazon.com/dp/B0F268Z342,https://m.media-amazon.com/images/I/61-0SQbZqKL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Amazon Modern Dining Chairs Set of 4, Brown",Chair,Amazon,Modern,"Brown, Red",489,Dining Room,https://www.amazon.com/dp/B0GGRHMZJR,https://m.media-amazon.com/images/I/710PLf4CseL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Kmax Fabric Dining Chairs Set of 4 Upholstered Side Chairs Farmhouse Accent,Chair,Kmax,Farmhouse,"Grey, Red",415,Dining Room,https://www.amazon.com/dp/B0BDFPMDFH,https://m.media-amazon.com/images/I/81GNfb2OoXL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Mid Century Modern Dining Chairs Set of 4 Fabric Upholstered Living Room Side Chair,Chair,Amazon,"Modern, Mid-Century","White, Red",625,Dining Room,https://www.amazon.com/dp/B0D25W59YV,https://m.media-amazon.com/images/I/61Vm-mwQV0L._AC_SY300_SX300_QL70_FMwebp_.jpg,
DUOMAY Modern White Boucle Dining Chairs Set of 4,Chair,DUOMAY,Modern,"White, Red",367,Dining Room,https://www.amazon.com/dp/B0DCHZT8M4,https://m.media-amazon.com/images/I/71TH-QfAhGL._AC_SY300_SX300_QL70_FMwebp_.jpg,
CIMOTA Upholstered Dining Chairs Set of 4 Modern Kitchen & Dining Room Chairs,Chair,CIMOTA,"Modern, Glam","Green, Red",462,Dining Room,https://www.amazon.com/dp/B0CGJ8GBC2,https://m.media-amazon.com/images/I/71DQOnL0mAL._AC_SY300_SX300_QL70_FMwebp_.jpg,
KCC Velvet Dining Chairs Set of 4,Chair,KCC,"Modern, Glam","Beige, Red",159,Dining Room,https://www.amazon.com/dp/B09XQPQVG9,https://m.media-amazon.com/images/I/71d+4NFFTqL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Art Leon Dining Room Chair - Mid Century Modern Fabric Upholstered Swivel,Chair,Art Leon,"Modern, Mid-Century","Red, Yellow",159,Dining Room,https://www.amazon.com/dp/B0D3QBR1NJ,https://m.media-amazon.com/images/I/9199v5aPL+L._AC_SY300_SX300_QL70_FMwebp_.jpg,
CIMOTA Modern Upholstered Dining Chairs Set of 4,Chair,CIMOTA,Modern,"White, Cream",409,Dining Room,https://www.amazon.com/dp/B0F8NKTH1V,https://m.media-amazon.com/images/I/71RcgB4z8vL._AC_SY300_SX300_QL70_FMwebp_.jpg,
AQG Rattan Dining Chairs,Chair,Amazon,"Modern, Mid-Century, Boho",Beige,199,Dining Room,https://www.amazon.com/dp/B0F24BZK9T,https://m.media-amazon.com/images/I/711F75CnQIL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"keoni Wooden Dining Chairs Set of 4, Black",Chair,keoni,"Modern, Mid-Century, Farmhouse","Black, Beige",339,Dining Room,https://www.amazon.com/dp/B0FWK9FXH1,https://m.media-amazon.com/images/I/71YggHQFnSL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Art Leon Swivel Dining Chairs Set of 2,Chair,Art Leon,"Modern, Mid-Century","Red, Yellow",159,Dining Room,https://www.amazon.com/dp/B0D1QQMQSW,https://m.media-amazon.com/images/I/81DJS7ILVWL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Amazon's Choice: Overall Pick,Chair,Amazon,Modern,Gray,79,Dining Room,https://www.amazon.com/dp/B06VSJ87ZF,https://m.media-amazon.com/images/I/61mShWZmPwL._AC_SY300_SX300_QL70_FMwebp_.jpg,
OLIXIS Set of 4 Dining Kitchen Mid-Century Modern Chairs with Wood Legs and PU,Chair,OLIXIS,"Modern, Mid-Century",White,100,Dining Room,https://www.amazon.com/dp/B0CZKXXSJY,https://m.media-amazon.com/images/I/61iuxYhUsHL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Giantex Dining Chairs Set of 4 Black,Chair,Giantex,"Modern, Mid-Century",Black,109,Dining Room,https://www.amazon.com/dp/B07SXJQJH2,https://m.media-amazon.com/images/I/61crRN150cL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Giantex Dining Chairs Set of 4 White,Chair,Giantex,"Modern, Mid-Century",White,94,Dining Room,https://www.amazon.com/dp/B01GUVDCES,https://m.media-amazon.com/images/I/61EshnOgozL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Set of 2 Dining Chairs with Rubber Wood Legs and 100% Polyester,Chair,Amazon,"Modern, Mid-Century","Walnut, Charcoal",167,Dining Room,https://www.amazon.com/dp/B0G6JJZDQR,https://m.media-amazon.com/images/I/91e+UUwWKGL._AC_SY300_SX300_QL70_FMwebp_.jpg,
CangLong Dining Chairs Set of 4,Chair,CangLong,"Modern, Mid-Century",White,94,Dining Room,https://www.amazon.com/dp/B082FHLT9B,https://m.media-amazon.com/images/I/51gl94UblML._AC_SX300_SY300_QL70_FMwebp_.jpg,
LSSBOUGHT Mid Century Modern Dining Chairs,Chair,LSSBOUGHT,"Modern, Mid-Century",White,63,Dining Room,https://www.amazon.com/dp/B08LHF7VLT,https://m.media-amazon.com/images/I/7136yTFs8hL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Upholstered Dining Chairs Set of 6,Chair,Amazon,"Modern, Mid-Century, Farmhouse","Beige, Red",479,Dining Room,https://www.amazon.com/dp/B0DXT25VMQ,https://m.media-amazon.com/images/I/71XBjo2TK6L._AC_SY300_SX300_QL70_FMwebp_.jpg,
Christopher Knight Home Helen Mid-Century Modern Dining Chairs (Set of 4),Chair,Christopher Knight Home,"Modern, Mid-Century","Beige, Walnut",320,Dining Room,https://www.amazon.com/dp/B087J8VW35,https://m.media-amazon.com/images/I/71c7dzU2zmL._AC_SY300_SX300_QL70_FMwebp_.jpg,
HULALA HOME Dining Chairs with Arm Set of 2,Chair,HULALA HOME,"Modern, Mid-Century","Ivory, Red",279,Dining Room,https://www.amazon.com/dp/B0G1B8B98B,https://m.media-amazon.com/images/I/71jI4d9qgFL._AC_SY300_SX300_QL70_FMwebp_.jpg,
VESCASA Upholstered Dining Chairs with Rectangular Cushion Back,Chair,VESCASA,"Modern, Mid-Century","White, Red",337,Dining Room,https://www.amazon.com/dp/B0CXJCQHQ3,https://m.media-amazon.com/images/I/71IQTFl5lYL._AC_SX300_SY300_QL70_FMwebp_.jpg,
Tufted Dining Chairs Set of 2,Chair,Amazon,"Modern, Mid-Century, Glam","Brown, Red",245,Dining Room,https://www.amazon.com/dp/B0BW2QCZQC,https://m.media-amazon.com/images/I/71QUXEV8VFL._AC_SY300_SX300_QL70_FMwebp_.jpg,
COSTWAY Dinning Chair Set of 4,Chair,Amazon,"Modern, Mid-Century",White,94,Dining Room,https://www.amazon.com/dp/B06XNQQQS5,https://m.media-amazon.com/images/I/61qoowdEOML._AC_SY300_SX300_QL70_FMwebp_.jpg,
Best Choice Products Dining Chairs Set of 2,Chair,Amazon,"Modern, Mid-Century","Walnut, Navy",159,Dining Room,https://www.amazon.com/dp/B0GMS2KMT3,https://m.media-amazon.com/images/I/81Ihq2EG9SL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Furniture of America Beck Mid-Century Modern Dining Chairs Set of 2,Chair,Amazon,"Modern, Mid-Century","Brown, Walnut",156,Dining Room,https://www.amazon.com/dp/B0DB78KTK6,https://m.media-amazon.com/images/I/71I6Ix8VgdL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Christopher Knight Home Raina Mid-Century Modern Fabric Dining Chairs with Wood,Chair,Christopher Knight Home,"Modern, Mid-Century","Brown, Blue",142,Dining Room,https://www.amazon.com/dp/B07D8LQRKJ,https://m.media-amazon.com/images/I/A1wC5q4h9IL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"keoni keoni Wooden Dining Chairs Set of 4, Black",Chair,keoni,"Modern, Mid-Century, Farmhouse","Black, Blue",349,Dining Room,https://www.amazon.com/dp/B0FWK9923D,https://m.media-amazon.com/images/I/81f67NCg9nL._AC_SY300_SX300_QL70_FMwebp_.jpg,
COLAMY Upholstered Dining Chairs Set of 2,Chair,COLAMY,"Modern, Mid-Century, Farmhouse","Beige, Red",134,Dining Room,https://www.amazon.com/dp/B0F3HCYMHM,https://m.media-amazon.com/images/I/71dOyHR+VTL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Upholstered Dining Chairs Set of 4, Green",Chair,Amazon,"Modern, Mid-Century","Green, Red",369,Dining Room,https://www.amazon.com/dp/B0GCZTMBY5,https://m.media-amazon.com/images/I/81QDG8UnN8L._AC_SX300_SY300_QL70_FMwebp_.jpg,
Armen Living Jaguar Mid-Century Dining Chair in Walnut Wood and Green Fabric,Chair,Amazon,Mid-Century,"Walnut, Green",97,Dining Room,https://www.amazon.com/dp/B01MQE0UFF,https://m.media-amazon.com/images/I/81cz5uHDRLL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Best Choice Products 6-Piece Wooden Dining Set,Chair,Amazon,"Modern, Mid-Century","Walnut, Red",409,Dining Room,https://www.amazon.com/dp/B0DHWJC5XB,https://m.media-amazon.com/images/I/71tANwCuBUL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Swivel Dining Chairs Set of 2,Chair,Amazon,"Modern, Mid-Century","Beige, Red",206,Dining Room,https://www.amazon.com/dp/B0DD7J81N4,https://m.media-amazon.com/images/I/61zYW4CYGFL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Farmhouse Dining Chairs Set of 4,Chair,Amazon,"Modern, Mid-Century, Farmhouse","Black, Beige",237,Dining Room,https://www.amazon.com/dp/B0FLDHG8GL,https://m.media-amazon.com/images/I/71i5Hhe89gL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Upholstered Dining Chairs Set of 2, Beige",Chair,Amazon,"Modern, Mid-Century, Farmhouse","Beige, Red",159,Dining Room,https://www.amazon.com/dp/B0DXSZC12Z,https://m.media-amazon.com/images/I/71ChdLR2JAL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs Set of 2, Beige",Chair,Amazon,Modern,"Beige, Red",134,Dining Room,https://www.amazon.com/dp/B0FT7GZ6YX,https://m.media-amazon.com/images/I/81HG1-zJQjL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Christopher Knight Home Abrielle Mid-Century Modern Dining Chairs with Rubberwood Frame,Chair,Christopher Knight Home,"Modern, Mid-Century","Beige, Walnut",136,Dining Room,https://www.amazon.com/dp/B07N1H1GZC,https://m.media-amazon.com/images/I/71Jk17WxPaL._AC_SY300_SX300_QL70_FMwebp_.jpg,
COSTWAY Fabric Armless Dining Chairs Set of 2,Chair,COSTWAY,"Modern, Mid-Century","Brown, Red",89,Dining Room,https://www.amazon.com/dp/B0FNQRMJXH,https://m.media-amazon.com/images/I/71V0N3I4PcL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Mid-Century Modern Beige Dining Chairs Set of 8,Chair,Mid-Century,"Modern, Mid-Century","Black, Beige",1022,Dining Room,https://www.amazon.com/dp/B0F13CVNJK,https://m.media-amazon.com/images/I/61ZdnH-pLML._AC_SY300_SX300_QL70_FMwebp_.jpg,
HNY Mid Century Modern Dining Chairs Set of 4,Chair,HNY,"Modern, Mid-Century, Farmhouse","Brown, Red",356,Dining Room,https://www.amazon.com/dp/B0C627GPCR,https://m.media-amazon.com/images/I/81Ft3nuNpgL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs Set of 2, Black",Chair,Amazon,"Modern, Mid-Century","Black, Red",249,Dining Room,https://www.amazon.com/dp/B0GMZXWTL3,https://m.media-amazon.com/images/I/81RLirb99uL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Mid-Century Modern Beige Dining Chairs Set of 6,Chair,Mid-Century,"Modern, Mid-Century","Black, Beige",749,Dining Room,https://www.amazon.com/dp/B0CBVGJ6L3,https://m.media-amazon.com/images/I/61RZBTepFqL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Kidol & Shellder Swivel Dining Chairs,Chair,Kidol,"Modern, Mid-Century",Black,189,Dining Room,https://www.amazon.com/dp/B0GCMDM8NN,https://m.media-amazon.com/images/I/81xRdzXFl6L._AC_SY300_SX300_QL70_FMwebp_.jpg,
EALSON Farmhouse Dining Chairs Set of 2 Upholstered Dining Room Chairs with,Chair,EALSON,"Modern, Mid-Century, Farmhouse","Beige, Red",259,Dining Room,https://www.amazon.com/dp/B0BMFSY4X1,https://m.media-amazon.com/images/I/71gez6oRH8L._AC_SX300_SY300_QL70_FMwebp_.jpg,
Linen Dining Chairs Set of 6,Chair,Amazon,"Modern, Mid-Century","Beige, Red",533,Dining Room,https://www.amazon.com/dp/B0CYC8SS7K,https://m.media-amazon.com/images/I/61XcFnjylKL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Soohow Dining Chairs Set of 2,Chair,Amazon,"Modern, Mid-Century",Gray,169,Dining Room,https://www.amazon.com/dp/B0CM6HP3WN,https://m.media-amazon.com/images/I/71PkwlImLnL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Velvet Dining Chairs Set of 2, Beige",Chair,Amazon,Glam,"Beige, Red",139,Dining Room,https://www.amazon.com/dp/B0CFJR2FMD,https://m.media-amazon.com/images/I/51P1oN7en9L._AC_SY300_SX300_QL70_FMwebp_.jpg,
Nrizc Velvet Dining Chairs Set of 4,Chair,Nrizc,"Modern, Boho, Glam","Red, Gold",199,Dining Room,https://www.amazon.com/dp/B0BPL92WR2,https://m.media-amazon.com/images/I/71SIlmG6uQL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Dining Chairs, Accent Chairs Set of 2",Chair,Amazon,"Modern, Glam","Red, Gold",259,Dining Room,https://www.amazon.com/dp/B0BF8QJXG8,https://m.media-amazon.com/images/I/71L8cjnO5uL._AC_SX300_SY300_QL70_FMwebp_.jpg,
Nrizc Velvet Dining Chairs Set of 2,Chair,Nrizc,"Modern, Boho, Glam","Red, Gold",89,Dining Room,https://www.amazon.com/dp/B0BJ2D29ML,https://m.media-amazon.com/images/I/61n1DFPQRiL._AC_SY300_SX300_QL70_FMwebp_.jpg,
Black Velvet Dining Chairs Set of 2,Chair,Amazon,Glam,"Black, Red",89,Dining Room,https://www.amazon.com/dp/B0BTW2V893,https://m.media-amazon.com/images/I/61o04FPm0jL._AC_SY300_SX300_QL70_FMwebp_.jpg,
"Velvet Dining Chairs Set of 2, Grey",Chair,Amazon,"Modern, Glam","Grey, Red",129,Dining Room,https://www.amazon.com/dp/B0F88GL9ZX,https://m.media-amazon.com/images/I/61+P8kF126L._AC_SY300_SX300_QL70_FMwebp_.jpg,
